t,VRef,Ec,Vs,IFD,VT,VUEL,VOEL,EFD
3.145,1,1,0,0,1,-5,5,1.60971
3.15,1,1,0,0,1,-5,5,1.60941
3.155,1,1,0,0,1,-5,5,1.6091
3.16,1,1,0,0,1,-5,5,1.6088
3.165,1,1,0,0,1,-5,5,1.60849
3.17,1,1,0,0,1,-5,5,1.60819
3.175,1,1,0,0,1,-5,5,1.60788
3.18,1,1,0,0,1,-5,5,1.60758
3.185,1,1,0,0,1,-5,5,1.60728
3.19,1,1,0,0,1,-5,5,1.60697
3.195,1,1,0,0,1,-5,5,1.60667
3.2,1,1,0,0,1,-5,5,1.60637
3.205,1,1,0,0,1,-5,5,1.60606
3.21,1,1,0,0,1,-5,5,1.60576
3.215,1,1,0,0,1,-5,5,1.60546
3.22,1,1,0,0,1,-5,5,1.60516
3.225,1,1,0,0,1,-5,5,1.60485
3.23,1,1,0,0,1,-5,5,1.60455
3.235,1,1,0,0,1,-5,5,1.60425
3.24,1,1,0,0,1,-5,5,1.60395
3.245,1,1,0,0,1,-5,5,1.60364
3.25,1,1,0,0,1,-5,5,1.60334
3.255,1,1,0,0,1,-5,5,1.60304
3.26,1,1,0,0,1,-5,5,1.60274
3.265,1,1,0,0,1,-5,5,1.60244
3.27,1,1,0,0,1,-5,5,1.60214
3.275,1,1,0,0,1,-5,5,1.60184
3.28,1,1,0,0,1,-5,5,1.60153
3.285,1,1,0,0,1,-5,5,1.60123
3.29,1,1,0,0,1,-5,5,1.60093
3.295,1,1,0,0,1,-5,5,1.60063
3.3,1,1,0,0,1,-5,5,1.60033
3.305,1,1,0,0,1,-5,5,1.60003
3.31,1,1,0,0,1,-5,5,1.59973
3.315,1,1,0,0,1,-5,5,1.59943
3.32,1,1,0,0,1,-5,5,1.59913
3.325,1,1,0,0,1,-5,5,1.59883
3.33,1,1,0,0,1,-5,5,1.59853
3.335,1,1,0,0,1,-5,5,1.59824
3.34,1,1,0,0,1,-5,5,1.59794
3.345,1,1,0,0,1,-5,5,1.59764
3.35,1,1,0,0,1,-5,5,1.59734
3.355,1,1,0,0,1,-5,5,1.59704
3.36,1,1,0,0,1,-5,5,1.59674
3.365,1,1,0,0,1,-5,5,1.59644
3.37,1,1,0,0,1,-5,5,1.59615
3.375,1,1,0,0,1,-5,5,1.59585
3.38,1,1,0,0,1,-5,5,1.59555
3.385,1,1,0,0,1,-5,5,1.59525
3.39,1,1,0,0,1,-5,5,1.59495
3.395,1,1,0,0,1,-5,5,1.59466
3.4,1,1,0,0,1,-5,5,1.59436
3.405,1,1,0,0,1,-5,5,1.59406
3.41,1,1,0,0,1,-5,5,1.59377
3.415,1,1,0,0,1,-5,5,1.59347
3.42,1,1,0,0,1,-5,5,1.59317
3.425,1,1,0,0,1,-5,5,1.59288
3.43,1,1,0,0,1,-5,5,1.59258
3.435,1,1,0,0,1,-5,5,1.59228
3.44,1,1,0,0,1,-5,5,1.59199
3.445,1,1,0,0,1,-5,5,1.59169
3.45,1,1,0,0,1,-5,5,1.5914
3.455,1,1,0,0,1,-5,5,1.5911
3.46,1,1,0,0,1,-5,5,1.5908
3.465,1,1,0,0,1,-5,5,1.59051
3.47,1,1,0,0,1,-5,5,1.59021
3.475,1,1,0,0,1,-5,5,1.58992
3.48,1,1,0,0,1,-5,5,1.58962
3.485,1,1,0,0,1,-5,5,1.58933
3.49,1,1,0,0,1,-5,5,1.58903
3.495,1,1,0,0,1,-5,5,1.58874
3.5,1,1,0,0,1,-5,5,1.58845
3.505,1,1,0,0,1,-5,5,1.58815
3.51,1,1,0,0,1,-5,5,1.58786
3.515,1,1,0,0,1,-5,5,1.58756
3.52,1,1,0,0,1,-5,5,1.58727
3.525,1,1,0,0,1,-5,5,1.58698
3.53,1,1,0,0,1,-5,5,1.58668
3.535,1,1,0,0,1,-5,5,1.58639
3.54,1,1,0,0,1,-5,5,1.5861
3.545,1,1,0,0,1,-5,5,1.5858
3.55,1,1,0,0,1,-5,5,1.58551
3.555,1,1,0,0,1,-5,5,1.58522
3.56,1,1,0,0,1,-5,5,1.58493
3.565,1,1,0,0,1,-5,5,1.58463
3.57,1,1,0,0,1,-5,5,1.58434
3.575,1,1,0,0,1,-5,5,1.58405
3.58,1,1,0,0,1,-5,5,1.58376
3.585,1,1,0,0,1,-5,5,1.58347
3.59,1,1,0,0,1,-5,5,1.58317
3.595,1,1,0,0,1,-5,5,1.58288
3.6,1,1,0,0,1,-5,5,1.58259
3.605,1,1,0,0,1,-5,5,1.5823
3.61,1,1,0,0,1,-5,5,1.58201
3.615,1,1,0,0,1,-5,5,1.58172
3.62,1,1,0,0,1,-5,5,1.58143
3.625,1,1,0,0,1,-5,5,1.58114
3.63,1,1,0,0,1,-5,5,1.58085
3.635,1,1,0,0,1,-5,5,1.58056
3.64,1,1,0,0,1,-5,5,1.58026
3.645,1,1,0,0,1,-5,5,1.57997
3.65,1,1,0,0,1,-5,5,1.57968
3.655,1,1,0,0,1,-5,5,1.5794
3.66,1,1,0,0,1,-5,5,1.57911
3.665,1,1,0,0,1,-5,5,1.57882
3.67,1,1,0,0,1,-5,5,1.57853
3.675,1,1,0,0,1,-5,5,1.57824
3.68,1,1,0,0,1,-5,5,1.57795
3.685,1,1,0,0,1,-5,5,1.57766
3.69,1,1,0,0,1,-5,5,1.57737
3.695,1,1,0,0,1,-5,5,1.57708
3.7,1,1,0,0,1,-5,5,1.57679
3.705,1,1,0,0,1,-5,5,1.57651
3.71,1,1,0,0,1,-5,5,1.57622
3.715,1,1,0,0,1,-5,5,1.57593
3.72,1,1,0,0,1,-5,5,1.57564
3.725,1,1,0,0,1,-5,5,1.57535
3.73,1,1,0,0,1,-5,5,1.57507
3.735,1,1,0,0,1,-5,5,1.57478
3.74,1,1,0,0,1,-5,5,1.57449
3.745,1,1,0,0,1,-5,5,1.5742
3.75,1,1,0,0,1,-5,5,1.57392
3.755,1,1,0,0,1,-5,5,1.57363
3.76,1,1,0,0,1,-5,5,1.57334
3.765,1,1,0,0,1,-5,5,1.57306
3.77,1,1,0,0,1,-5,5,1.57277
3.775,1,1,0,0,1,-5,5,1.57248
3.78,1,1,0,0,1,-5,5,1.5722
3.785,1,1,0,0,1,-5,5,1.57191
3.79,1,1,0,0,1,-5,5,1.57163
3.795,1,1,0,0,1,-5,5,1.57134
3.8,1,1,0,0,1,-5,5,1.57105
3.805,1,1,0,0,1,-5,5,1.57077
3.81,1,1,0,0,1,-5,5,1.57048
3.815,1,1,0,0,1,-5,5,1.5702
3.82,1,1,0,0,1,-5,5,1.56991
3.825,1,1,0,0,1,-5,5,1.56963
3.83,1,1,0,0,1,-5,5,1.56934
3.835,1,1,0,0,1,-5,5,1.56906
3.84,1,1,0,0,1,-5,5,1.56877
3.845,1,1,0,0,1,-5,5,1.56849
3.85,1,1,0,0,1,-5,5,1.56821
3.855,1,1,0,0,1,-5,5,1.56792
3.86,1,1,0,0,1,-5,5,1.56764
3.865,1,1,0,0,1,-5,5,1.56735
3.87,1,1,0,0,1,-5,5,1.56707
3.875,1,1,0,0,1,-5,5,1.56679
3.88,1,1,0,0,1,-5,5,1.5665
3.885,1,1,0,0,1,-5,5,1.56622
3.89,1,1,0,0,1,-5,5,1.56594
3.895,1,1,0,0,1,-5,5,1.56566
3.9,1,1,0,0,1,-5,5,1.56537
3.905,1,1,0,0,1,-5,5,1.56509
3.91,1,1,0,0,1,-5,5,1.56481
3.915,1,1,0,0,1,-5,5,1.56452
3.92,1,1,0,0,1,-5,5,1.56424
3.925,1,1,0,0,1,-5,5,1.56396
3.93,1,1,0,0,1,-5,5,1.56368
3.935,1,1,0,0,1,-5,5,1.5634
3.94,1,1,0,0,1,-5,5,1.56312
3.945,1,1,0,0,1,-5,5,1.56283
3.95,1,1,0,0,1,-5,5,1.56255
3.955,1,1,0,0,1,-5,5,1.56227
3.96,1,1,0,0,1,-5,5,1.56199
3.965,1,1,0,0,1,-5,5,1.56171
3.97,1,1,0,0,1,-5,5,1.56143
3.975,1,1,0,0,1,-5,5,1.56115
3.98,1,1,0,0,1,-5,5,1.56087
3.985,1,1,0,0,1,-5,5,1.56059
3.99,1,1,0,0,1,-5,5,1.56031
3.995,1,1,0,0,1,-5,5,1.56003
4,1,1,0,0,1,-5,5,1.55975
4.005,1,1,0,0,1,-5,5,1.55947
4.01,1,1,0,0,1,-5,5,1.55919
4.015,1,1,0,0,1,-5,5,1.55891
4.02,1,1,0,0,1,-5,5,1.55863
4.025,1,1,0,0,1,-5,5,1.55835
4.03,1,1,0,0,1,-5,5,1.55807
4.035,1,1,0,0,1,-5,5,1.55779
4.04,1,1,0,0,1,-5,5,1.55751
4.045,1,1,0,0,1,-5,5,1.55723
4.05,1,1,0,0,1,-5,5,1.55696
4.055,1,1,0,0,1,-5,5,1.55668
4.06,1,1,0,0,1,-5,5,1.5564
4.065,1,1,0,0,1,-5,5,1.55612
4.07,1,1,0,0,1,-5,5,1.55584
4.075,1,1,0,0,1,-5,5,1.55556
4.08,1,1,0,0,1,-5,5,1.55529
4.085,1,1,0,0,1,-5,5,1.55501
4.09,1,1,0,0,1,-5,5,1.55473
4.095,1,1,0,0,1,-5,5,1.55445
4.1,1,1,0,0,1,-5,5,1.55418
4.105,1,1,0,0,1,-5,5,1.5539
4.11,1,1,0,0,1,-5,5,1.55362
4.115,1,1,0,0,1,-5,5,1.55335
4.12,1,1,0,0,1,-5,5,1.55307
4.125,1,1,0,0,1,-5,5,1.55279
4.13,1,1,0,0,1,-5,5,1.55252
4.135,1,1,0,0,1,-5,5,1.55224
4.14,1,1,0,0,1,-5,5,1.55197
4.145,1,1,0,0,1,-5,5,1.55169
4.15,1,1,0,0,1,-5,5,1.55141
4.155,1,1,0,0,1,-5,5,1.55114
4.16,1,1,0,0,1,-5,5,1.55086
4.165,1,1,0,0,1,-5,5,1.55059
4.17,1,1,0,0,1,-5,5,1.55031
4.175,1,1,0,0,1,-5,5,1.55004
4.18,1,1,0,0,1,-5,5,1.54976
4.185,1,1,0,0,1,-5,5,1.54949
4.19,1,1,0,0,1,-5,5,1.54921
4.195,1,1,0,0,1,-5,5,1.54894
4.2,1,1,0,0,1,-5,5,1.54866
4.205,1,1,0,0,1,-5,5,1.54839
4.21,1,1,0,0,1,-5,5,1.54811
4.215,1,1,0,0,1,-5,5,1.54784
4.22,1,1,0,0,1,-5,5,1.54757
4.225,1,1,0,0,1,-5,5,1.54729
4.23,1,1,0,0,1,-5,5,1.54702
4.235,1,1,0,0,1,-5,5,1.54675
4.24,1,1,0,0,1,-5,5,1.54647
4.245,1,1,0,0,1,-5,5,1.5462
4.25,1,1,0,0,1,-5,5,1.54593
4.255,1,1,0,0,1,-5,5,1.54565
4.26,1,1,0,0,1,-5,5,1.54538
4.265,1,1,0,0,1,-5,5,1.54511
4.27,1,1,0,0,1,-5,5,1.54484
4.275,1,1,0,0,1,-5,5,1.54456
4.28,1,1,0,0,1,-5,5,1.54429
4.285,1,1,0,0,1,-5,5,1.54402
4.29,1,1,0,0,1,-5,5,1.54375
4.295,1,1,0,0,1,-5,5,1.54348
4.3,1,1,0,0,1,-5,5,1.5432
4.305,1,1,0,0,1,-5,5,1.54293
4.31,1,1,0,0,1,-5,5,1.54266
4.315,1,1,0,0,1,-5,5,1.54239
4.32,1,1,0,0,1,-5,5,1.54212
4.325,1,1,0,0,1,-5,5,1.54185
4.33,1,1,0,0,1,-5,5,1.54158
4.335,1,1,0,0,1,-5,5,1.54131
4.34,1,1,0,0,1,-5,5,1.54104
4.345,1,1,0,0,1,-5,5,1.54076
4.35,1,1,0,0,1,-5,5,1.54049
4.355,1,1,0,0,1,-5,5,1.54022
4.36,1,1,0,0,1,-5,5,1.53995
4.365,1,1,0,0,1,-5,5,1.53968
4.37,1,1,0,0,1,-5,5,1.53941
4.375,1,1,0,0,1,-5,5,1.53915
4.38,1,1,0,0,1,-5,5,1.53888
4.385,1,1,0,0,1,-5,5,1.53861
4.39,1,1,0,0,1,-5,5,1.53834
4.395,1,1,0,0,1,-5,5,1.53807
4.4,1,1,0,0,1,-5,5,1.5378
4.405,1,1,0,0,1,-5,5,1.53753
4.41,1,1,0,0,1,-5,5,1.53726
4.415,1,1,0,0,1,-5,5,1.53699
4.42,1,1,0,0,1,-5,5,1.53672
4.425,1,1,0,0,1,-5,5,1.53646
4.43,1,1,0,0,1,-5,5,1.53619
4.435,1,1,0,0,1,-5,5,1.53592
4.44,1,1,0,0,1,-5,5,1.53565
4.445,1,1,0,0,1,-5,5,1.53538
4.45,1,1,0,0,1,-5,5,1.53512
4.455,1,1,0,0,1,-5,5,1.53485
4.46,1,1,0,0,1,-5,5,1.53458
4.465,1,1,0,0,1,-5,5,1.53431
4.47,1,1,0,0,1,-5,5,1.53405
4.475,1,1,0,0,1,-5,5,1.53378
4.48,1,1,0,0,1,-5,5,1.53351
4.485,1,1,0,0,1,-5,5,1.53325
4.49,1,1,0,0,1,-5,5,1.53298
4.495,1,1,0,0,1,-5,5,1.53271
4.5,1,1,0,0,1,-5,5,1.53245
4.505,1,1,0,0,1,-5,5,1.53218
4.51,1,1,0,0,1,-5,5,1.53192
4.515,1,1,0,0,1,-5,5,1.53165
4.52,1,1,0,0,1,-5,5,1.53138
4.525,1,1,0,0,1,-5,5,1.53112
4.53,1,1,0,0,1,-5,5,1.53085
4.535,1,1,0,0,1,-5,5,1.53059
4.54,1,1,0,0,1,-5,5,1.53032
4.545,1,1,0,0,1,-5,5,1.53006
4.55,1,1,0,0,1,-5,5,1.52979
4.555,1,1,0,0,1,-5,5,1.52953
4.56,1,1,0,0,1,-5,5,1.52926
4.565,1,1,0,0,1,-5,5,1.529
4.57,1,1,0,0,1,-5,5,1.52873
4.575,1,1,0,0,1,-5,5,1.52847
4.58,1,1,0,0,1,-5,5,1.52821
4.585,1,1,0,0,1,-5,5,1.52794
4.59,1,1,0,0,1,-5,5,1.52768
4.595,1,1,0,0,1,-5,5,1.52741
4.6,1,1,0,0,1,-5,5,1.52715
4.605,1,1,0,0,1,-5,5,1.52689
4.61,1,1,0,0,1,-5,5,1.52662
4.615,1,1,0,0,1,-5,5,1.52636
4.62,1,1,0,0,1,-5,5,1.5261
4.625,1,1,0,0,1,-5,5,1.52583
4.63,1,1,0,0,1,-5,5,1.52557
4.635,1,1,0,0,1,-5,5,1.52531
4.64,1,1,0,0,1,-5,5,1.52505
4.645,1,1,0,0,1,-5,5,1.52478
4.65,1,1,0,0,1,-5,5,1.52452
4.655,1,1,0,0,1,-5,5,1.52426
4.66,1,1,0,0,1,-5,5,1.524
4.665,1,1,0,0,1,-5,5,1.52373
4.67,1,1,0,0,1,-5,5,1.52347
4.675,1,1,0,0,1,-5,5,1.52321
4.68,1,1,0,0,1,-5,5,1.52295
4.685,1,1,0,0,1,-5,5,1.52269
4.69,1,1,0,0,1,-5,5,1.52243
4.695,1,1,0,0,1,-5,5,1.52217
4.7,1,1,0,0,1,-5,5,1.5219
4.705,1,1,0,0,1,-5,5,1.52164
4.71,1,1,0,0,1,-5,5,1.52138
4.715,1,1,0,0,1,-5,5,1.52112
4.72,1,1,0,0,1,-5,5,1.52086
4.725,1,1,0,0,1,-5,5,1.5206
4.73,1,1,0,0,1,-5,5,1.52034
4.735,1,1,0,0,1,-5,5,1.52008
4.74,1,1,0,0,1,-5,5,1.51982
4.745,1,1,0,0,1,-5,5,1.51956
4.75,1,1,0,0,1,-5,5,1.5193
4.755,1,1,0,0,1,-5,5,1.51904
4.76,1,1,0,0,1,-5,5,1.51878
4.765,1,1,0,0,1,-5,5,1.51852
4.77,1,1,0,0,1,-5,5,1.51826
4.775,1,1,0,0,1,-5,5,1.518
4.78,1,1,0,0,1,-5,5,1.51775
4.785,1,1,0,0,1,-5,5,1.51749
4.79,1,1,0,0,1,-5,5,1.51723
4.795,1,1,0,0,1,-5,5,1.51697
4.8,1,1,0,0,1,-5,5,1.51671
4.805,1,1,0,0,1,-5,5,1.51645
4.81,1,1,0,0,1,-5,5,1.5162
4.815,1,1,0,0,1,-5,5,1.51594
4.82,1,1,0,0,1,-5,5,1.51568
4.825,1,1,0,0,1,-5,5,1.51542
4.83,1,1,0,0,1,-5,5,1.51516
4.835,1,1,0,0,1,-5,5,1.51491
4.84,1,1,0,0,1,-5,5,1.51465
